Event	ID	Name			Wwise Object Path	Notes
	85412153	Ambience			\Environment\Ambience	
	779278001	Death			\Player\Death	
	2252851541	Scanner			\Player\Scanner	
	2299321487	Enemy			\Enemy\Enemy	
	2385628198	Footsteps			\Player\Footsteps	

Switch Group	ID	Name			Wwise Object Path	Notes
	1229948536	Environment			\Default Work Unit\Player\Environment	

Switch	ID	Name	Switch Group			Notes
	284967655	Ship	Environment			
	491961918	Forest	Environment			
	803837735	Sand	Environment			
	1863277111	Rocky	Environment			
	2195636714	Dirt	Environment			
	2907906111	Swamp	Environment			
	4248645337	Grass	Environment			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	35143727	FOOT_Dirt_Run_1-_10	E:\01 PAUL SHELLEY AUDIO\00 GAME AUDIO\#14 AUDIOGAME WITH BILLY\unity_wwise_audio_game\unity_wwise_audio_game_WwiseProject\.cache\Mac\SFX\FOOT_Dirt_Run_1-_10_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\Footsteps_Dirt_Run\FOOT_Dirt_Run_1-_10		43296
	62503938	FOOT_Grass_Run_Harder_1-_11	E:\01 PAUL SHELLEY AUDIO\00 GAME AUDIO\#14 AUDIOGAME WITH BILLY\unity_wwise_audio_game\unity_wwise_audio_game_WwiseProject\.cache\Mac\SFX\FOOT_Grass_Run_Harder_1-_11_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\Footsteps_Grass_Run\FOOT_Grass_Run_Harder_1-_11		43296
	64667398	FEETMetalWalk04	E:\01 PAUL SHELLEY AUDIO\00 GAME AUDIO\#14 AUDIOGAME WITH BILLY\unity_wwise_audio_game\unity_wwise_audio_game_WwiseProject\.cache\Mac\SFX\FEETMetalWalk04_5EE22BB4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\Footsteps_Ship_Metal_Walk\FEETMetalWalk04		25616
	71538664	WINDGust_Mountain	E:\01 PAUL SHELLEY AUDIO\00 GAME AUDIO\#14 AUDIOGAME WITH BILLY\unity_wwise_audio_game\unity_wwise_audio_game_WwiseProject\.cache\Mac\SFX\WINDGust_Mountain_4347C11E.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Ambience\Ambience\Ambience_Rocky\WINDGust_Mountain		1756460
	75126713	Amb_Forest_L2_01	E:\01 PAUL SHELLEY AUDIO\00 GAME AUDIO\#14 AUDIOGAME WITH BILLY\unity_wwise_audio_game\unity_wwise_audio_game_WwiseProject\.cache\Mac\SFX\Amb_Forest_L2_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Ambience\Ambience\Ambience_Forest\Amb_Forest_L2_01		23424096
	90592286	Enemy_LOD2_L1_01	E:\01 PAUL SHELLEY AUDIO\00 GAME AUDIO\#14 AUDIOGAME WITH BILLY\unity_wwise_audio_game\unity_wwise_audio_game_WwiseProject\.cache\Mac\SFX\Enemy_LOD2_L1_01_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Enemy\Enemy\LOD2\LOD2_L1\Enemy_LOD2_L1_01		4704096
	95367492	FOOT_Grass_Run_Harder_1-_02	E:\01 PAUL SHELLEY AUDIO\00 GAME AUDIO\#14 AUDIOGAME WITH BILLY\unity_wwise_audio_game\unity_wwise_audio_game_WwiseProject\.cache\Mac\SFX\FOOT_Grass_Run_Harder_1-_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\Footsteps_Grass_Run\FOOT_Grass_Run_Harder_1-_02		43296
	103100498	Ellen_Footsteps_Puddle_Walk_03	E:\01 PAUL SHELLEY AUDIO\00 GAME AUDIO\#14 AUDIOGAME WITH BILLY\unity_wwise_audio_game\unity_wwise_audio_game_WwiseProject\.cache\Mac\SFX\Ellen_Footsteps_Puddle_Walk_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\Footsteps_Swamp_Walk\Ellen_Footsteps_Puddle_Walk_03		145628
	109514887	FOOT_Grass_Walk_1-_06	E:\01 PAUL SHELLEY AUDIO\00 GAME AUDIO\#14 AUDIOGAME WITH BILLY\unity_wwise_audio_game\unity_wwise_audio_game_WwiseProject\.cache\Mac\SFX\FOOT_Grass_Walk_1-_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\Footsteps_Grass_Walk\FOOT_Grass_Walk_1-_06		81696
	114792432	FOOT_Forest_Run_1-_11	E:\01 PAUL SHELLEY AUDIO\00 GAME AUDIO\#14 AUDIOGAME WITH BILLY\unity_wwise_audio_game\unity_wwise_audio_game_WwiseProject\.cache\Mac\SFX\FOOT_Forest_Run_1-_11_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\Footsteps_Forest_Run\FOOT_Forest_Run_1-_11		43296
